Customer ID,Customer Name,Segment,City,State,Country,Region,Gender,Age,Education,Marital Status,Order ID,Order Date,Months,Ship Mode,Product Category,Product,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Browsing Time (min),Like,Share,Add to Cart
EZ-001311,Warner Hernandez,Consumer,Murray,Kentucky,United States,South,Female,26,Associate Degree,Single,FA-2024-1733,2023/3/23,Mar,Standard Class,Fashion,Casula Shoes,$122.00 ,3,0.02,$34.70 ,$3.50 ,Medium,35.1,1,1,1
ER-00905,Conley Miller,Home Office,New York City,New York,United States,East,Male,21,High School,Single,FA-2024-1734,2023/5/15,Jul,Standard Class,Fashion,Running Shoes,$224.00 ,3,0.03,$123.80 ,$12.40 ,Medium,2.8,1,1,1
EN-009,Wall Olsen,Consumer,Juárez,Chihuahua,Mexico,North,Male,45,Master,Married,FA-2024-1735,2023/12/15,Jan,Standard Class,Fashion,Formal Shoes,$213.00 ,1,0.01,$130.90 ,$13.10 ,Medium,16.5,0,0,1
LD-00533,Moreno Fjeld,Corporate,Benghazi,Banghazi,Libya,Africa,Male,22,High School,Single,FA-2024-1736,2023/11/21,Nov,Standard Class,Fashion,Sneakers,$62.00 ,4,0.03,$15.50 ,$1.60 ,Low,25,1,1,0
EY-00253,Baldwin Hawley,Consumer,Bandung,Jawa Barat,Indonesia,Southeast Asia,Female,24,High School,Single,FA-2024-1737,2024/1/17,Jan,Standard Class,Fashion,Titak watch,$228.00 ,4,0.03,$120.60 ,$12.10 ,Medium,13.5,1,1,1
ER-001215,Best Venier,Consumer,Troy,New York,United States,East,Female,30,Bachelor,Married,FA-2024-1738,2022/9/15,Jun,Standard Class,Fashion,Fossil Watch,$159.00 ,4,0.05,$47.20 ,$4.70 ,Medium,5.7,0,0,1
DE-0094,Fletcher Gnade,Corporate,Strasbourg,Alsace,France,Central,Female,23,High School,Single,FA-2024-1739,2022/6/26,Jun,Standard Class,Fashion,T - Shirts,$248.00 ,1,0.02,$163.00 ,$16.30 ,Low,24.1,1,0,0
PP-0041952,Tyler Kipp,Corporate,Zagreb,Grad Zagreb,Croatia,EMEA,Female,20,Associate Degree,Married,FA-2024-1740,2023/3/18,Mar,Standard Class,Fashion,Shirts,$196.00 ,5,0.05,$67.00 ,$6.70 ,High,25.6,1,1,1
KS-002799,Cooper Blacks,Home Office,Brisbane,Queensland,Australia,Oceania,Female,37,Master,Married,FA-2024-1741,2023/4/15,Aug,Standard Class,Fashion,Jeans,$218.00 ,5,0.02,$116.20 ,$11.60 ,Medium,27.3,1,1,1
EY-00260,Wallace Caffey,Corporate,Thionville,Lorraine,France,Central,Male,21,Associate Degree,Single,FA-2024-1742,2023/3/25,Mar,Standard Class,Fashion,Suits,$109.00 ,2,0.04,$20.30 ,$2.00 ,Medium,8,1,1,0
AN-0032,Perry Brennan,Consumer,Tongi,Dhaka,Bangladesh,Central Asia,Female,19,Associate Degree,Married,FA-2024-1743,2023/2/15,Nov,Standard Class,Fashion,Sports Wear,$85.00 ,1,0.02,$3.30 ,$0.30 ,High,15.4,0,0,1
AM-00720,Jacobson Willingham,Consumer,Madrid,Madrid,Spain,South,Female,22,Bachelor,Single,FA-2024-1744,2024/9/15,Mar,Standard Class,Fashion,Casula Shoes,$122.00 ,3,0.03,$31.00 ,$3.10 ,High,3.3,1,1,1
LE-00305,Reynolds Carlisle,Consumer,Anshan,Liaoning,China,North Asia,Female,20,Associate Degree,Single,FA-2024-1745,2022/8/14,Aug,Standard Class,Fashion,Running Shoes,$224.00 ,5,0.04,$99.20 ,$9.90 ,Medium,2.1,1,1,1
UM-006539,Chase Mitchum,Corporate,Houston,Texas,United States,Central,Female,33,Master,Married,FA-2024-1746,2024/10/29,Oct,Standard Class,Fashion,Formal Shoes,$213.00 ,1,0.03,$126.60 ,$12.70 ,Medium,20.5,1,0,1
TZ-00733,Rodriquez Glantz,Corporate,San Francisco,California,United States,West,Female,41,Master,Married,FA-2024-1747,2022/5/28,May,Standard Class,Fashion,Sneakers,$62.00 ,3,0.01,$20.70 ,$2.10 ,Medium,23.6,1,1,1
IE-006259,Schultz Guthrie,Consumer,Lancaster,California,United States,West,Female,27,Associate Degree,Single,FA-2024-1748,2024/5/24,May,Standard Class,Fashion,Titak watch,$228.00 ,2,0.02,$138.90 ,$13.90 ,High,1.7,1,1,1
LL-001295,Mcdonald Carroll,Consumer,Avignon,Provence-Alpes-Côte d'Azur,France,Central,Male,47,Doctorate,Married,FA-2024-1749,2024/11/15,Sep,Standard Class,Fashion,Fossil Watch,$159.00 ,1,0.01,$77.40 ,$7.70 ,Medium,11.1,0,0,1
EY-004236,Ellison Shifley,Consumer,Le Blanc-Mesnil,Ile-de-France,France,Central,Female,23,High School,Single,FA-2024-1750,2022/4/16,Apr,Standard Class,Fashion,T - Shirts,$248.00 ,5,0.04,$118.40 ,$11.80 ,Low,27.7,0,0,0
AU-003823,Horton Gastineau,Consumer,Ichikawa,Chiba,Japan,North Asia,Female,64,Doctorate,Married,FA-2024-1751,2022/8/15,Nov,Standard Class,Fashion,Shirts,$196.00 ,4,0.01,$108.20 ,$10.80 ,Low,1.7,1,1,1
DY-00287,Bush Grady,Corporate,Oslo,Oslo,Norway,North,Male,29,Bachelor,Single,FA-2024-1752,2022/6/15,Jun,Standard Class,Fashion,Jeans,$218.00 ,2,0.01,$133.60 ,$13.40 ,Medium,14.9,1,0,1
IN-00617,Vance Raglin,Consumer,Hrodna,Hrodna,Belarus,EMEA,Female,62,Doctorate,Single,FA-2024-1753,2022/5/22,May,Standard Class,Fashion,Suits,$109.00 ,2,0.03,$22.50 ,$2.20 ,Medium,29.4,0,1,0
TZ-00107,Maxwell Katz,Consumer,Santander,Cantabria,Spain,South,Male,27,Master,Married,FA-2024-1754,2024/6/15,Jun,Standard Class,Fashion,Sports Wear,$85.00 ,4,0.01,$1.60 ,$0.20 ,High,6.7,0,1,1
EY-00266,Munoz Hackney,Home Office,Shanghai,Shanghai,China,North Asia,Female,32,Bachelor,Single,FA-2024-1755,2022/11/15,May,Standard Class,Fashion,Casula Shoes,$122.00 ,5,0.02,$29.80 ,$3.00 ,Medium,25.9,0,0,1
EY-0015,Greene Decherney,Consumer,Brisbane,Queensland,Australia,Oceania,Female,48,Doctorate,Single,FA-2024-1756,2023/1/27,Jan,Standard Class,Fashion,Running Shoes,$224.00 ,4,0.01,$135.00 ,$13.50 ,High,27,1,1,1
AN-001309,Vincent Peterman,Home Office,Puebla,Puebla,Mexico,North,Female,21,Associate Degree,Single,FA-2024-1757,2023/4/16,Apr,Standard Class,Fashion,Formal Shoes,$213.00 ,4,0.02,$116.00 ,$11.60 ,Medium,27.4,0,1,1
AS-00109,Porter Cazamias,Consumer,Shanghai,Shanghai,China,North Asia,Female,46,Doctorate,Single,FA-2024-1758,2024/2/26,Feb,Standard Class,Fashion,Sneakers,$62.00 ,3,0.04,$20.70 ,$2.10 ,High,17,1,1,1
ER-0083,Golden Ritter,Consumer,Dijon,Burgundy,France,Central,Female,32,Bachelor,Married,FA-2024-1759,2024/6/30,Jun,Standard Class,Fashion,Titak watch,$228.00 ,1,0.05,$136.60 ,$13.70 ,High,14.8,1,1,1
EL-001524,Ellis Carmichael,Consumer,Tijuana,Baja California,Mexico,North,Female,24,Associate Degree,Married,FA-2024-1760,2022/12/18,Dec,Standard Class,Fashion,Fossil Watch,$159.00 ,3,0.05,$55.20 ,$5.50 ,High,20.3,1,0,0
ER-001109,Soto Fritzler,Consumer,London,Ontario,Canada,Canada,Male,27,Associate Degree,Single,FA-2024-1761,2024/5/23,May,Standard Class,Fashion,T - Shirts,$248.00 ,5,0.01,$155.60 ,$15.60 ,High,7.9,0,0,1
EN-0043,Reyes Christensen,Consumer,Adelaide,South Australia,Australia,Oceania,Male,18,High School,Single,FA-2024-1762,2023/11/28,Nov,Standard Class,Fashion,Shirts,$196.00 ,4,0.03,$92.50 ,$9.20 ,High,9.5,1,0,0
NI-0085,Blanchard Vittorini,Consumer,Detroit,Michigan,United States,Central,Male,22,High School,Single,FA-2024-1763,2022/10/17,Oct,Standard Class,Fashion,Jeans,$218.00 ,1,0.01,$135.80 ,$13.60 ,High,15.8,0,0,1
RT-002024,Noble Stewart,Consumer,Changshu,Jiangsu,China,North Asia,Female,23,Bachelor,Single,FA-2024-1764,2022/5/15,Feb,Standard Class,Fashion,Suits,$109.00 ,2,0.04,$20.30 ,$2.00 ,Medium,39.2,1,1,1
IN-002417,Carson Martin,Consumer,Hove,England,United Kingdom,North,Female,20,High School,Single,FA-2024-1765,2022/7/15,Apr,Standard Class,Fashion,Sports Wear,$85.00 ,3,0.02,$28.30 ,$2.80 ,High,29.7,1,1,1
AU-00232,Shelton Gastineau,Consumer,Ad Diwaniyah,Al Qadisiyah,Iraq,EMEA,Female,63,Doctorate,Married,FA-2024-1766,2022/4/19,Apr,Standard Class,Fashion,Casula Shoes,$122.00 ,5,0.03,$23.70 ,$2.40 ,Low,5.7,0,0,0
TZ-00107,Maxwell Katz,Consumer,Santander,Cantabria,Spain,South,Male,27,Master,Married,FA-2024-1767,2022/4/21,Apr,Standard Class,Fashion,Running Shoes,$224.00 ,3,0.05,$110.40 ,$11.00 ,Medium,8.6,1,0,1
CK-00584,Sparks Mackendrick,Home Office,Lome,Maritime,Togo,Africa,Male,33,Bachelor,Single,FA-2024-1768,2023/8/19,Aug,Standard Class,Fashion,Formal Shoes,$213.00 ,5,0.03,$101.10 ,$10.10 ,High,15.9,1,0,1
AS-0030,Poole Lucas,Corporate,Palembang,Sumatera Selatan,Indonesia,Southeast Asia,Female,23,High School,Single,FA-2024-1769,2024/1/28,Jan,Standard Class,Fashion,Sneakers,$62.00 ,2,0.05,$31.00 ,$3.10 ,High,15.1,0,0,1
IS-00169,Lester Preis,Home Office,Bogotá,Bogota,Colombia,South,Male,18,High School,Single,FA-2024-1770,2023/3/27,Mar,Standard Class,Fashion,Titak watch,$228.00 ,5,0.04,$102.40 ,$10.20 ,High,12.3,0,1,0
ON-00156,Nash Melton,Home Office,New York City,New York,United States,East,Male,28,Bachelor,Single,FA-2024-1771,2022/11/15,Jan,Standard Class,Fashion,Fossil Watch,$159.00 ,2,0.01,$75.80 ,$7.60 ,Medium,17.4,0,1,1
TY-001437,Gutierrez Doherty,Home Office,Aurora,Colorado,United States,West,Male,33,Bachelor,Married,FA-2024-1772,2024/4/30,Apr,Standard Class,Fashion,T - Shirts,$248.00 ,2,0.03,$153.10 ,$15.30 ,High,15.3,0,0,0
RY-00930,Garrett Farry,Consumer,Pietermaritzburg,Kwazulu-natal,South Africa,Africa,Female,23,Associate Degree,Married,FA-2024-1773,2024/12/15,Nov,Standard Class,Fashion,Shirts,$196.00 ,3,0.01,$110.10 ,$11.00 ,Low,25.1,1,1,1
TT-002042,Clark Arnett,Consumer,Manchester,England,United Kingdom,North,Female,66,Doctorate,Married,FA-2024-1774,2022/6/29,Jun,Standard Class,Fashion,Jeans,$218.00 ,4,0.02,$120.60 ,$12.10 ,Medium,34.9,1,0,0
AM-00129,Watkins Cunningham,Corporate,Iserlohn,North Rhine-Westphalia,Germany,Central,Male,30,Bachelor,Married,FA-2024-1775,2022/5/15,Aug,Standard Class,Fashion,Suits,$109.00 ,1,0.05,$23.60 ,$2.40 ,Medium,29.5,0,1,0
AS-00859,Wise Koutras,Corporate,Liverpool,England,United Kingdom,North,Male,21,High School,Single,FA-2024-1776,2023/8/18,Aug,Standard Class,Fashion,Sports Wear,$85.00 ,2,0.02,$1.60 ,$0.20 ,Medium,4.5,0,0,0
TT-0045,Hess Prescott,Home Office,Harrisonburg,Virginia,United States,South,Male,34,Bachelor,Single,FA-2024-1777,2024/5/19,May,Standard Class,Fashion,Casula Shoes,$122.00 ,5,0.03,$23.70 ,$2.40 ,Medium,14.8,0,0,1
EN-008494,Hull Sperren,Corporate,Fes,Fès-Boulemane,Morocco,Africa,Female,28,Bachelor,Single,FA-2024-1778,2023/12/25,Dec,Standard Class,Fashion,Running Shoes,$224.00 ,1,0.04,$135.00 ,$13.50 ,Low,31,1,1,1
NN-001663,Herrera Freymann,Consumer,Roswell,Georgia,United States,South,Female,27,Associate Degree,Married,FA-2024-1779,2022/11/15,Jun,Standard Class,Fashion,Formal Shoes,$213.00 ,4,0.05,$90.40 ,$9.00 ,High,27.7,1,0,0
ON-00570,Barron Thompson,Home Office,Gold Coast,Queensland,Australia,Oceania,Male,36,Master,Married,FA-2024-1780,2023/1/23,Jan,Standard Class,Fashion,Sneakers,$62.00 ,2,0.03,$31.00 ,$3.10 ,Medium,19.9,0,0,1
NG-001061,Hickman Schnelling,Consumer,Singapore,Singapore,Singapore,Southeast Asia,Male,18,High School,Single,FA-2024-1781,2024/8/15,Aug,Standard Class,Fashion,Titak watch,$228.00 ,3,0.02,$134.30 ,$13.40 ,Medium,28.1,0,0,0
AN-00256,Pennington Van,Corporate,Saint-Denis,Ile-de-France,France,Central,Male,29,Master,Married,FA-2024-1782,2022/8/31,Aug,Standard Class,Fashion,Fossil Watch,$159.00 ,4,0.03,$59.90 ,$6.00 ,High,13.7,0,0,0
E--001385,Pearson Fortune-,Corporate,Chimaltenango,Chimaltenango,Guatemala,Central,Female,18,High School,Married,FA-2024-1783,2024/3/15,Aug,Standard Class,Fashion,T - Shirts,$248.00 ,1,0.04,$158.10 ,$15.80 ,Medium,37.6,1,1,1
AR-00605,Bishop Dunbar,Home Office,Villa Nueva,Guatemala,Guatemala,Central,Female,31,Bachelor,Married,FA-2024-1784,2022/8/24,Aug,Standard Class,Fashion,Shirts,$196.00 ,5,0.01,$106.20 ,$10.60 ,Medium,20.3,1,1,1
AN-001645,Morrison Edelman,Consumer,Coyoacán,Distrito Federal,Mexico,North,Male,47,Doctorate,Single,FA-2024-1785,2022/4/14,Apr,Standard Class,Fashion,Jeans,$218.00 ,2,0.05,$116.20 ,$11.60 ,Medium,8.5,0,0,0
ON-00211,Alvarez Eaton,Corporate,Mexico City,Distrito Federal,Mexico,North,Male,20,Associate Degree,Married,FA-2024-1786,2023/3/31,Mar,Standard Class,Fashion,Suits,$109.00 ,3,0.04,$15.90 ,$1.60 ,Medium,16.7,1,0,0
NS-00547,Aguilar Hopkins,Consumer,Santana de Parnaíba,São Paulo,Brazil,South,Female,36,Master,Married,FA-2024-1787,2022/2/17,Feb,Standard Class,Fashion,Sports Wear,$85.00 ,1,0.01,$4.20 ,$0.40 ,High,21,1,0,1
IS-00929,Haynes Goranitis,Consumer,Buenos Aires,Buenos Aires,Argentina,So3th,Male,22,High School,Single,FA-2024-1788,2023/11/15,May,Standard Class,Fashion,Casula Shoes,$122.00 ,4,0.03,$27.40 ,$2.70 ,High,6,1,0,0
OK-00242,Lewis Ashbrook,Corporate,Mexicali,Baja California,Mexico,North,Male,46,Doctorate,Single,FA-2024-1789,2024/3/25,Mar,Standard Class,Fashion,Running Shoes,$224.00 ,2,0.02,$135.00 ,$13.50 ,Medium,10.9,1,1,1
NG-00470,Caldwell Galang,Corporate,Yunyang,Henan,China,North Asia,Male,24,High School,Single,FA-2024-1790,2024/11/15,Mar,Standard Class,Fashion,Formal Shoes,$213.00 ,3,0.05,$101.10 ,$10.10 ,High,22.1,1,0,1
ER-00767,Rich Ratner,Consumer,San Pablo de las Salinas,México,Mexico,North,Male,20,Associate Degree,Married,FA-2024-1791,2022/3/18,Mar,Standard Class,Fashion,Sneakers,$62.00 ,4,0.03,$15.50 ,$1.60 ,High,13.2,1,1,0
ER-00383,Turner Becker,Consumer,Can Tho,Tỉnh Cần Thơ,Vietnam,Southeast Asia,Male,35,Bachelor,Married,FA-2024-1792,2022/5/23,May,Standard Class,Fashion,Titak watch,$228.00 ,2,0.03,$134.30 ,$13.40 ,Medium,6.7,0,0,0
CE-003220,Kane Wallace,Home Office,Meknes,Meknès-Tafilalet,Morocco,Africa,Female,18,High School,Single,FA-2024-1793,2023/6/24,Jun,Standard Class,Fashion,Fossil Watch,$159.00 ,2,0.04,$66.30 ,$6.60 ,Medium,24.7,1,1,1
NI-0085,Blanchard Vittorini,Consumer,Detroit,Michigan,United States,Central,Male,22,High School,Single,FA-2024-1794,2022/5/15,Nov,Standard Class,Fashion,T - Shirts,$248.00 ,5,0.05,$106.00 ,$10.60 ,Medium,19.2,0,0,1
ER-00292,Holland Foster,Corporate,Depok,Jawa Barat,Indonesia,Southeast Asia,Female,37,Master,Married,FA-2024-1795,2023/4/14,Apr,Standard Class,Fashion,Shirts,$196.00 ,2,0.03,$104.20 ,$10.40 ,Medium,17,1,1,1
RE-00648,Mckenzie Mcguire,Consumer,London,England,United Kingdom,North,Female,32,Master,Married,FA-2024-1796,2024/12/24,Dec,Standard Class,Fashion,Jeans,$218.00 ,3,0.05,$105.30 ,$10.50 ,Medium,20.6,1,0,0
NS-00756,Maldonado Jenkins,Corporate,Mansfield,England,United Kingdom,North,Male,42,Master,Single,FA-2024-1797,2023/6/15,Feb,Standard Class,Fashion,Suits,$109.00 ,2,0.03,$22.50 ,$2.20 ,Medium,20.6,1,0,0
ER-00862,Church Wener,Corporate,Shanghai,Shanghai,China,North Asia,Female,18,High School,Single,FA-2024-1798,2022/9/18,Sep,Standard Class,Fashion,Sports Wear,$85.00 ,5,0.03,$17.00 ,$1.70 ,Medium,11.6,0,0,1
TE-001307,Richard Minnotte,Corporate,Paraná,Entre Ríos,Argentina,South,Female,41,Doctorate,Married,FA-2024-1799,2022/5/22,May,Standard Class,Fashion,Casula Shoes,$122.00 ,4,0.04,$22.50 ,$2.20 ,High,5.6,1,1,1
NT-0071,Ferguson Conant,Corporate,Aurangabad,Bihar,India,Central Asia,Male,24,Associate Degree,Single,FA-2024-1800,2022/5/13,May,Standard Class,Fashion,Running Shoes,$224.00 ,3,0.02,$130.60 ,$13.10 ,Medium,14.1,1,0,0
EN-00573,Ramsey Hansen,Consumer,Altamura,Apulia,Italy,South,Male,45,Master,Single,FA-2024-1801,2022/8/15,Aug,Standard Class,Fashion,Formal Shoes,$213.00 ,2,0.02,$124.50 ,$12.40 ,High,7.3,0,0,1
KS-00906,Delgado Hooks,Consumer,Philadelphia,Pennsylvania,United States,East,Male,44,Master,Married,FA-2024-1802,2022/1/15,Apr,Standard Class,Fashion,Sneakers,$62.00 ,4,0.02,$15.50 ,$1.60 ,Medium,27.1,1,0,1
BE-00457,French Liebe,Corporate,Riyadh,Ar Riyad,Saudi Arabia,EMEA,Male,26,Associate Degree,Married,FA-2024-1803,2022/1/15,Dec,Standard Class,Fashion,Titak watch,$228.00 ,1,0.04,$138.90 ,$13.90 ,High,17.7,1,0,0
EY-00253,Baldwin Hawley,Consumer,Bandung,Jawa Barat,Indonesia,Southeast Asia,Female,24,High School,Single,FA-2024-1804,2023/9/15,May,Standard Class,Fashion,Fossil Watch,$159.00 ,2,0.02,$72.60 ,$7.30 ,Medium,37.5,0,0,1
LL-001929,Cole Campbell,Consumer,Sofia,Sofiya-Grad,Bulgaria,EMEA,Female,18,High School,Married,FA-2024-1805,2022/9/29,Sep,Standard Class,Fashion,T - Shirts,$248.00 ,3,0.04,$138.20 ,$13.80 ,High,22.4,1,0,1
EN-0090,Miller Allen,Consumer,Kochi,Kerala,India,Central Asia,Male,25,High School,Single,FA-2024-1806,2024/9/15,Jul,Standard Class,Fashion,Shirts,$196.00 ,3,0.04,$92.50 ,$9.20 ,High,15.4,0,0,1
LL-001295,Mcdonald Carroll,Consumer,Avignon,Provence-Alpes-Côte d'Azur,France,Central,Male,47,Doctorate,Married,FA-2024-1807,2023/9/23,Sep,Standard Class,Fashion,Jeans,$218.00 ,4,0.04,$103.10 ,$10.30 ,Medium,3.8,1,0,1
LL-00180,Boone Maxwell,Corporate,Deuil-la-Barre,Ile-de-France,France,Central,Male,32,Bachelor,Married,FA-2024-1808,2023/2/18,Feb,Standard Class,Fashion,Suits,$109.00 ,2,0.03,$22.50 ,$2.20 ,Medium,3.4,0,0,0
TE-00499,Powers Gute,Consumer,Houston,Texas,United States,Central,Female,39,Master,Married,FA-2024-1809,2024/7/15,Apr,Standard Class,Fashion,Sports Wear,$85.00 ,3,0.05,$28.30 ,$2.80 ,Medium,15.9,0,1,1
EN-00210,Mullins Hansen,Consumer,Bordeaux,Aquitaine,France,Central,Male,19,Associate Degree,Single,FA-2024-1810,2022/1/15,Jul,Standard Class,Fashion,Casula Shoes,$122.00 ,3,0.02,$34.70 ,$3.50 ,Medium,17.5,0,0,1
DT-00480,Lawrence Degenhardt,Corporate,New York City,New York,United States,East,Female,34,Bachelor,Married,FA-2024-1811,2024/12/18,Dec,Standard Class,Fashion,Running Shoes,$224.00 ,3,0.01,$137.30 ,$13.70 ,High,11.7,0,0,1
AN-00660,Sharp Harrigan,Consumer,Los Angeles,California,United States,West,Female,70,Doctorate,Married,FA-2024-1812,2023/7/13,Jul,Standard Class,Fashion,Formal Shoes,$213.00 ,3,0.03,$113.80 ,$11.40 ,Medium,34.7,1,1,1
DO-00220,Brown Airdo,Corporate,Geelong,Victoria,Australia,Oceania,Male,27,Associate Degree,Married,FA-2024-1813,2023/12/23,Dec,Standard Class,Fashion,Sneakers,$62.00 ,4,0.04,$15.50 ,$1.60 ,High,4.1,0,0,0
RI-00587,Nixon Shariari,Consumer,Itamaraju,Bahia,Brazil,South,Female,25,Associate Degree,Married,FA-2024-1814,2023/8/18,Aug,Standard Class,Fashion,Titak watch,$228.00 ,5,0.01,$136.60 ,$13.70 ,Low,24.5,1,0,0
BY-00990,Todd Hughsby,Consumer,Munich,Bavaria,Germany,Central,Female,50,Doctorate,Single,FA-2024-1815,2023/9/13,Sep,Standard Class,Fashion,Fossil Watch,$159.00 ,1,0.04,$72.60 ,$7.30 ,High,37.7,1,1,1
SE-00488,Manning House,Consumer,Porirua,Wellington,New Zealand,Oceania,Male,24,High School,Married,FA-2024-1816,2024/11/21,Nov,Standard Class,Fashion,T - Shirts,$248.00 ,5,0.05,$106.00 ,$10.60 ,Medium,17.4,0,0,0
ON-00613,Solomon Vernon,Consumer,Padang,Sumatera Barat,Indonesia,Southeast Asia,Male,26,Associate Degree,Married,FA-2024-1817,2024/4/15,Jun,Standard Class,Fashion,Shirts,$196.00 ,4,0.05,$76.80 ,$7.70 ,Medium,7.6,0,0,0
CK-00584,Sparks Mackendrick,Home Office,Lome,Maritime,Togo,Africa,Male,33,Bachelor,Single,FA-2024-1818,2023/3/27,Mar,Standard Class,Fashion,Jeans,$218.00 ,1,0.04,$129.30 ,$12.90 ,High,2.1,1,0,0
EL-001524,Ellis Carmichael,Consumer,Tijuana,Baja California,Mexico,North,Female,24,Associate Degree,Married,FA-2024-1819,2022/1/24,Jan,Standard Class,Fashion,Suits,$109.00 ,4,0.04,$11.60 ,$1.20 ,Medium,27.4,1,1,1
CE-00202,Hunter Chance,Consumer,Haninge,Stockholm,Sweden,North,Male,27,Bachelor,Married,FA-2024-1820,2022/7/15,Dec,Standard Class,Fashion,Sports Wear,$85.00 ,4,0.01,$1.60 ,$0.20 ,Medium,22.2,0,1,1
UM-006539,Chase Mitchum,Corporate,Houston,Texas,United States,Central,Female,33,Master,Married,FA-2024-1821,2023/10/15,Nov,Standard Class,Fashion,Casula Shoes,$122.00 ,4,0.03,$27.40 ,$2.70 ,High,28.1,1,1,1
DT-001685,Wood Braunhardt,Home Office,Consolación del Sur,Pinar del Río,Cuba,Caribbean,Female,20,High School,Married,FA-2024-1822,2023/3/22,Mar,Standard Class,Fashion,Running Shoes,$224.00 ,4,0.03,$117.10 ,$11.70 ,High,24.7,1,1,1
AY-00711,Morrow Murray,Home Office,Aurora,Illinois,United States,Central,Female,20,High School,Married,FA-2024-1823,2022/9/18,Sep,Standard Class,Fashion,Formal Shoes,$213.00 ,1,0.03,$126.60 ,$12.70 ,Medium,20.7,1,1,1
OR-00727,Robles Pryor,Consumer,Aschaffenburg,Bavaria,Germany,Central,Female,32,Bachelor,Married,FA-2024-1824,2024/2/27,Feb,Standard Class,Fashion,Sneakers,$62.00 ,1,0.05,$62.00 ,$6.20 ,High,8,1,1,1
CE-003220,Kane Wallace,Home Office,Meknes,Meknès-Tafilalet,Morocco,Africa,Female,18,High School,Single,FA-2024-1825,2024/1/22,Jan,Standard Class,Fashion,Titak watch,$228.00 ,5,0.01,$136.60 ,$13.70 ,Medium,5.1,1,1,1
EY-003245,Weaver Decherney,Consumer,Hamadan,Hamadan,Iran,EMEA,Female,32,Bachelor,Single,FA-2024-1826,2023/6/13,Jun,Standard Class,Fashion,Fossil Watch,$159.00 ,2,0.01,$75.80 ,$7.60 ,Medium,25,0,0,1
LK-002777,Lopez Balk,Consumer,Adelaide,South Australia,Australia,Oceania,Female,34,Bachelor,Married,FA-2024-1827,2024/5/25,May,Standard Class,Fashion,T - Shirts,$248.00 ,2,0.03,$153.10 ,$15.30 ,Medium,27.9,1,1,1
AB-004408,Cardenas Yedwab,Home Office,San Miguelito,Panama,Panama,Central,Female,25,Bachelor,Single,FA-2024-1828,2024/7/15,May,Standard Class,Fashion,Shirts,$196.00 ,2,0.05,$96.40 ,$9.60 ,Medium,7,1,1,1
RT-004143,Herring Stewart,Home Office,Nijmegen,Gelderland,Netherlands,Central,Female,43,Master,Married,FA-2024-1829,2023/6/14,Jun,Standard Class,Fashion,Jeans,$218.00 ,2,0.03,$124.90 ,$12.50 ,Medium,22.6,1,1,1
RD-001003,Bell Bickford,Consumer,Boulogne-Billancourt,Ile-de-France,France,Central,Female,25,High School,Single,FA-2024-1830,2024/11/19,Nov,Standard Class,Fashion,Suits,$109.00 ,4,0.04,$11.60 ,$1.20 ,High,29,0,1,1
NN-002425,Morris Bergmann,Corporate,Perth,Western Australia,Australia,Oceania,Female,52,Doctorate,Married,FA-2024-1831,2024/10/25,Oct,Standard Class,Fashion,Sports Wear,$85.00 ,2,0.04,$42.50 ,$4.30 ,Medium,36.3,1,1,1
RG-00330,Marsh Luxemburg,Corporate,Pretoria,Gauteng,South Africa,Africa,Female,21,High School,Single,FA-2024-1832,2023/10/15,Feb,Standard Class,Fashion,Casula Shoes,$122.00 ,4,0.02,$32.20 ,$3.20 ,Medium,11.4,0,0,0
ER-00519,Wade Fritzler,Home Office,Hialeah,Florida,United States,South,Female,45,Master,Married,FA-2024-1833,2022/9/30,Sep,Standard Class,Fashion,Running Shoes,$224.00 ,2,0.02,$135.00 ,$13.50 ,Medium,9.5,0,0,1
BY-001042,Bailey Bixby,Consumer,Coral Springs,Florida,United States,South,Male,26,Bachelor,Single,FA-2024-1834,2024/7/15,Jan,Standard Class,Fashion,Formal Shoes,$213.00 ,2,0.02,$124.50 ,$12.40 ,Medium,27.4,0,0,0
TH-00459,Hogan Mcgrath,Home Office,Nicolás Romero,México,Mexico,North,Male,25,Bachelor,Single,FA-2024-1835,2022/8/27,Aug,Standard Class,Fashion,Sneakers,$62.00 ,1,0.04,$62.00 ,$6.20 ,Low,20.9,0,0,0
CK-00584,Sparks Mackendrick,Home Office,Lome,Maritime,Togo,Africa,Male,33,Bachelor,Single,FA-2024-1836,2022/11/15,Nov,Standard Class,Fashion,Titak watch,$228.00 ,3,0.03,$127.50 ,$12.70 ,Medium,11.3,0,0,0
GE-001259,Contreras Paige,Home Office,São Paulo,São Paulo,Brazil,South,Female,19,Associate Degree,Single,FA-2024-1837,2023/11/17,Nov,Standard Class,Fashion,Fossil Watch,$159.00 ,3,0.02,$69.50 ,$6.90 ,Medium,23,1,1,1
LL-001088,Walls Sumrall,Consumer,Wattrelos,Nord-Pas-de-Calais,France,Central,Female,37,Master,Married,FA-2024-1838,2024/11/27,Nov,Standard Class,Fashion,T - Shirts,$248.00 ,2,0.01,$163.00 ,$16.30 ,Medium,1.7,1,1,1
